ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	module
GO:0006399	tRNA metabolic process	73/3032	135/10468	0.540740740740741	1.86691097429884	6.47342603770692	0.000000000709187320406898	0.000000151462149144045	0.00000013938463575516	LOC_00000978/LOC_00002791/LOC_00003672/LOC_00003844/LOC_00004010/LOC_00004821/LOC_00005243/LOC_00005639/LOC_00006075/LOC_00006452/LOC_00006540/LOC_00007212/LOC_00007425/LOC_00007747/LOC_00008535/LOC_00008537/LOC_00008604/LOC_00009226/LOC_00010011/LOC_00010365/LOC_00010472/LOC_00010575/LOC_00010632/LOC_00011262/LOC_00011284/LOC_00011677/LOC_00011761/LOC_00011961/LOC_00012203/LOC_00012238/LOC_00012355/LOC_00013552/LOC_00013828/LOC_00014016/LOC_00014185/LOC_00014326/LOC_00015643/LOC_00016016/LOC_00016167/LOC_00016198/LOC_00016287/LOC_00016761/LOC_00016871/LOC_00017301/LOC_00017463/LOC_00017480/LOC_00017528/LOC_00017940/LOC_00017997/LOC_00018215/LOC_00018590/LOC_00018626/LOC_00018888/LOC_00020206/LOC_00020615/LOC_00020952/LOC_00020962/LOC_00021233/LOC_00021492/LOC_00023013/LOC_00023371/LOC_00023889/LOC_00024269/LOC_00024506/LOC_00024597/LOC_00024685/LOC_00024691/LOC_00025234/LOC_00025290/LOC_00025685/LOC_00025939/LOC_00025973/LOC_00026025	73	turquoise
GO:0006338	Chromatin remodeling	65/3032	117/10468	0.555555555555556	1.91805922017004	6.37644316750933	0.00000000138344617992275	0.000000275766938531268	0.00000025377742556618	LOC_00000821/LOC_00003212/LOC_00003316/LOC_00003570/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00003790/LOC_00003813/LOC_00004774/LOC_00005431/LOC_00005874/LOC_00006234/LOC_00006565/LOC_00006678/LOC_00006870/LOC_00007636/LOC_00008094/LOC_00008153/LOC_00008178/LOC_00008280/LOC_00008293/LOC_00008611/LOC_00009240/LOC_00009331/LOC_00009440/LOC_00009801/LOC_00010702/LOC_00010851/LOC_00010958/LOC_00011465/LOC_00011578/LOC_00011611/LOC_00012272/LOC_00012405/LOC_00012756/LOC_00013839/LOC_00013941/LOC_00014111/LOC_00015117/LOC_00015597/LOC_00015853/LOC_00016105/LOC_00016835/LOC_00017235/LOC_00017881/LOC_00018200/LOC_00018216/LOC_00018874/LOC_00019069/LOC_00019731/LOC_00020337/LOC_00020508/LOC_00021083/LOC_00021170/LOC_00021223/LOC_00021319/LOC_00021605/LOC_00023131/LOC_00023928/LOC_00024500/LOC_00024634/LOC_00024953/LOC_00025461/LOC_00025829	65	turquoise
GO:0000462	Maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	23/3032	27/10468	0.851851851851852	2.94102413759406	6.4483379504633	0.00000000190857480087433	0.000000356664915913391	0.000000328224640097731	LOC_00000454/LOC_00002409/LOC_00002495/LOC_00002564/LOC_00003465/LOC_00004185/LOC_00004908/LOC_00005258/LOC_00009640/LOC_00010006/LOC_00010011/LOC_00010036/LOC_00011373/LOC_00011419/LOC_00011573/LOC_00012974/LOC_00013153/LOC_00014179/LOC_00014260/LOC_00015899/LOC_00024116/LOC_00024938/LOC_00025413	23	turquoise
GO:0016071	mRNA metabolic process	137/3032	312/10468	0.439102564102564	1.51600449901901	5.90847577386396	0.00000000866171774296714	0.00000147848552933649	0.00000136059185836493	LOC_00000126/LOC_00000223/LOC_00000254/LOC_00000280/LOC_00000348/LOC_00000625/LOC_00002791/LOC_00002830/LOC_00002881/LOC_00003164/LOC_00003401/LOC_00003824/LOC_00003844/LOC_00004020/LOC_00004620/LOC_00004819/LOC_00004862/LOC_00004909/LOC_00005041/LOC_00005074/LOC_00005146/LOC_00005249/LOC_00005422/LOC_00005646/LOC_00005740/LOC_00005785/LOC_00006011/LOC_00006274/LOC_00006492/LOC_00006502/LOC_00007053/LOC_00007100/LOC_00007301/LOC_00007622/LOC_00008009/LOC_00008074/LOC_00008188/LOC_00008490/LOC_00008564/LOC_00008729/LOC_00008774/LOC_00009099/LOC_00009203/LOC_00009226/LOC_00009325/LOC_00009805/LOC_00010062/LOC_00010140/LOC_00010175/LOC_00010299/LOC_00010365/LOC_00010372/LOC_00010575/LOC_00010586/LOC_00010595/LOC_00011246/LOC_00011262/LOC_00011761/LOC_00011928/LOC_00012022/LOC_00012323/LOC_00012398/LOC_00012417/LOC_00012647/LOC_00013126/LOC_00013379/LOC_00013438/LOC_00013493/LOC_00013552/LOC_00013750/LOC_00013847/LOC_00014053/LOC_00014112/LOC_00014224/LOC_00014302/LOC_00014615/LOC_00014715/LOC_00015068/LOC_00015424/LOC_00015846/LOC_00015882/LOC_00015940/LOC_00016003/LOC_00016017/LOC_00016131/LOC_00016260/LOC_00017046/LOC_00017064/LOC_00017207/LOC_00017543/LOC_00017652/LOC_00017973/LOC_00018029/LOC_00018080/LOC_00018360/LOC_00018590/LOC_00018631/LOC_00018762/LOC_00018834/LOC_00019051/LOC_00019662/LOC_00019865/LOC_00020337/LOC_00020395/LOC_00020513/LOC_00021233/LOC_00021820/LOC_00022586/LOC_00022679/LOC_00022760/LOC_00022994/LOC_00023013/LOC_00023105/LOC_00023192/LOC_00023385/LOC_00023591/LOC_00023611/LOC_00023676/LOC_00023876/LOC_00023954/LOC_00023963/LOC_00024029/LOC_00024104/LOC_00024269/LOC_00024550/LOC_00024708/LOC_00024774/LOC_00024918/LOC_00025225/LOC_00025281/LOC_00025384/LOC_00025467/LOC_00025569/LOC_00025590/LOC_00025727/LOC_00025773/LOC_00025922	137	turquoise
GO:0016570	Histone modification	71/3032	136/10468	0.522058823529412	1.80241153189508	6.01423559944207	0.0000000089005817819588	0.00000147848552933649	0.00000136059185836493	LOC_00000932/LOC_00002438/LOC_00002634/LOC_00002749/LOC_00003192/LOC_00003373/LOC_00003645/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00003999/LOC_00004545/LOC_00004646/LOC_00004774/LOC_00004870/LOC_00005323/LOC_00005592/LOC_00005743/LOC_00006029/LOC_00006494/LOC_00006678/LOC_00006718/LOC_00006870/LOC_00007786/LOC_00008153/LOC_00008280/LOC_00008600/LOC_00008944/LOC_00009554/LOC_00009661/LOC_00009801/LOC_00011077/LOC_00012825/LOC_00013238/LOC_00013729/LOC_00014111/LOC_00014531/LOC_00015149/LOC_00015461/LOC_00015573/LOC_00015748/LOC_00015811/LOC_00015891/LOC_00016105/LOC_00017042/LOC_00017059/LOC_00017881/LOC_00017896/LOC_00018038/LOC_00018200/LOC_00018404/LOC_00018523/LOC_00018748/LOC_00018874/LOC_00019055/LOC_00019066/LOC_00019359/LOC_00019749/LOC_00019750/LOC_00019770/LOC_00019859/LOC_00020271/LOC_00020272/LOC_00020679/LOC_00021223/LOC_00021719/LOC_00022996/LOC_00024824/LOC_00025461/LOC_00025481/LOC_00025616	71	turquoise
GO:0090501	RNA phosphodiester bond hydrolysis	45/3032	74/10468	0.608108108108108	2.09949725451045	6.06072631391539	0.0000000110348049756022	0.00000173652983563425	0.00000159805984522018	LOC_00000280/LOC_00000348/LOC_00002495/LOC_00002791/LOC_00002881/LOC_00003465/LOC_00004620/LOC_00004819/LOC_00004908/LOC_00005041/LOC_00007622/LOC_00008399/LOC_00009203/LOC_00009226/LOC_00010011/LOC_00010036/LOC_00010365/LOC_00010544/LOC_00011373/LOC_00011419/LOC_00011677/LOC_00011950/LOC_00011961/LOC_00012022/LOC_00012309/LOC_00012974/LOC_00013000/LOC_00013552/LOC_00013873/LOC_00014179/LOC_00014248/LOC_00014326/LOC_00015940/LOC_00016608/LOC_00016609/LOC_00017730/LOC_00018080/LOC_00021039/LOC_00021233/LOC_00022760/LOC_00023013/LOC_00024918/LOC_00025281/LOC_00025711/LOC_00025973	45	turquoise
GO:0043933	Protein-containing complex organization	177/3032	427/10468	0.414519906323185	1.43113271088097	5.80821185439728	0.0000000122458681558262	0.00000183075728929602	0.00000168477365049104	LOC_00000212/LOC_00000426/LOC_00002378/LOC_00002380/LOC_00002441/LOC_00002505/LOC_00002528/LOC_00002681/LOC_00003188/LOC_00003212/LOC_00003313/LOC_00003570/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00003951/LOC_00003965/LOC_00004245/LOC_00004278/LOC_00004909/LOC_00004961/LOC_00005020/LOC_00005139/LOC_00005422/LOC_00005431/LOC_00005646/LOC_00006011/LOC_00006152/LOC_00006185/LOC_00006482/LOC_00006561/LOC_00006837/LOC_00007213/LOC_00007258/LOC_00007592/LOC_00007636/LOC_00007830/LOC_00008094/LOC_00008153/LOC_00008524/LOC_00008559/LOC_00008565/LOC_00008611/LOC_00008633/LOC_00009099/LOC_00009331/LOC_00009440/LOC_00009451/LOC_00009452/LOC_00009554/LOC_00009801/LOC_00009803/LOC_00010036/LOC_00010101/LOC_00010140/LOC_00010299/LOC_00010444/LOC_00010715/LOC_00010836/LOC_00011091/LOC_00011188/LOC_00011308/LOC_00011419/LOC_00011555/LOC_00011578/LOC_00011600/LOC_00011931/LOC_00012038/LOC_00012093/LOC_00012405/LOC_00012452/LOC_00012895/LOC_00013027/LOC_00013189/LOC_00013253/LOC_00013379/LOC_00013513/LOC_00013639/LOC_00013864/LOC_00013897/LOC_00013941/LOC_00013978/LOC_00014073/LOC_00014111/LOC_00014151/LOC_00014180/LOC_00014302/LOC_00014409/LOC_00014637/LOC_00015076/LOC_00015090/LOC_00015117/LOC_00015148/LOC_00015347/LOC_00015428/LOC_00015528/LOC_00015614/LOC_00015814/LOC_00015843/LOC_00015882/LOC_00015993/LOC_00016003/LOC_00016264/LOC_00016285/LOC_00017002/LOC_00017028/LOC_00017139/LOC_00017179/LOC_00017229/LOC_00017235/LOC_00017352/LOC_00017382/LOC_00017652/LOC_00017793/LOC_00017922/LOC_00018029/LOC_00018092/LOC_00018416/LOC_00018687/LOC_00018762/LOC_00018834/LOC_00019051/LOC_00019069/LOC_00019075/LOC_00019176/LOC_00019226/LOC_00019227/LOC_00019230/LOC_00019231/LOC_00019494/LOC_00019731/LOC_00019800/LOC_00019826/LOC_00019827/LOC_00019828/LOC_00019839/LOC_00019840/LOC_00019841/LOC_00020005/LOC_00020337/LOC_00020513/LOC_00020542/LOC_00020658/LOC_00020659/LOC_00020941/LOC_00020951/LOC_00021083/LOC_00021167/LOC_00021370/LOC_00021492/LOC_00021605/LOC_00021666/LOC_00021705/LOC_00022512/LOC_00022545/LOC_00022962/LOC_00022994/LOC_00023611/LOC_00023647/LOC_00023858/LOC_00023876/LOC_00023954/LOC_00024048/LOC_00024104/LOC_00024355/LOC_00024433/LOC_00024592/LOC_00024771/LOC_00024938/LOC_00024953/LOC_00024975/LOC_00025281/LOC_00025391/LOC_00025461/LOC_00025773/LOC_00025953/LOC_00025990	177	turquoise
GO:0006974	Cellular response to DNA damage stimulus	129/3032	293/10468	0.440273037542662	1.52004556629175	5.76519523940328	0.0000000194702795294778	0.00000272849891398758	0.00000251092982262402	LOC_00000454/LOC_00000628/LOC_00000821/LOC_00002778/LOC_00002867/LOC_00003126/LOC_00003143/LOC_00003402/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00003744/LOC_00003790/LOC_00003890/LOC_00004244/LOC_00005077/LOC_00005323/LOC_00005588/LOC_00005756/LOC_00006198/LOC_00006455/LOC_00006575/LOC_00006718/LOC_00006837/LOC_00006864/LOC_00006915/LOC_00007119/LOC_00007234/LOC_00007587/LOC_00007786/LOC_00007952/LOC_00008153/LOC_00008340/LOC_00008388/LOC_00008426/LOC_00008565/LOC_00008602/LOC_00008774/LOC_00009484/LOC_00009652/LOC_00009801/LOC_00009814/LOC_00009855/LOC_00009910/LOC_00010056/LOC_00010355/LOC_00010372/LOC_00010454/LOC_00010506/LOC_00010591/LOC_00010783/LOC_00011091/LOC_00011286/LOC_00011465/LOC_00011475/LOC_00011754/LOC_00011950/LOC_00012003/LOC_00012272/LOC_00012290/LOC_00012335/LOC_00012480/LOC_00012772/LOC_00012801/LOC_00013174/LOC_00013730/LOC_00013750/LOC_00013878/LOC_00014111/LOC_00014250/LOC_00014432/LOC_00014555/LOC_00014811/LOC_00014900/LOC_00015149/LOC_00015426/LOC_00015593/LOC_00015754/LOC_00015755/LOC_00015781/LOC_00015853/LOC_00016069/LOC_00016161/LOC_00016270/LOC_00016286/LOC_00016800/LOC_00017307/LOC_00017418/LOC_00017765/LOC_00018977/LOC_00019066/LOC_00019295/LOC_00020097/LOC_00020169/LOC_00020221/LOC_00020225/LOC_00020241/LOC_00020342/LOC_00020347/LOC_00020406/LOC_00020525/LOC_00020578/LOC_00020793/LOC_00021096/LOC_00021205/LOC_00021523/LOC_00021719/LOC_00022509/LOC_00023451/LOC_00023599/LOC_00023637/LOC_00023665/LOC_00023873/LOC_00023883/LOC_00023929/LOC_00024323/LOC_00024360/LOC_00024382/LOC_00024634/LOC_00024748/LOC_00024773/LOC_00024861/LOC_00024953/LOC_00024957/LOC_00025120/LOC_00025370/LOC_00025461/LOC_00025829/LOC_00025891	129	turquoise
GO:0043414	Macromolecule methylation	69/3032	133/10468	0.518796992481203	1.7911500386851	5.8632100576921	0.0000000200759117417146	0.00000272849891398758	0.00000251092982262402	LOC_00000655/LOC_00002749/LOC_00002911/LOC_00003373/LOC_00003548/LOC_00003844/LOC_00004010/LOC_00004245/LOC_00004862/LOC_00005743/LOC_00006029/LOC_00006075/LOC_00006452/LOC_00007212/LOC_00007747/LOC_00008604/LOC_00008944/LOC_00009008/LOC_00009661/LOC_00010372/LOC_00010575/LOC_00010991/LOC_00011246/LOC_00012355/LOC_00012825/LOC_00013487/LOC_00013750/LOC_00013847/LOC_00013941/LOC_00014036/LOC_00014715/LOC_00015149/LOC_00015461/LOC_00015573/LOC_00015643/LOC_00015754/LOC_00015821/LOC_00015842/LOC_00016761/LOC_00016859/LOC_00017059/LOC_00017463/LOC_00017480/LOC_00017528/LOC_00018200/LOC_00018404/LOC_00018523/LOC_00018588/LOC_00018590/LOC_00018748/LOC_00019066/LOC_00019359/LOC_00019749/LOC_00019750/LOC_00019770/LOC_00019880/LOC_00020206/LOC_00020277/LOC_00020578/LOC_00020952/LOC_00022705/LOC_00024269/LOC_00024431/LOC_00024691/LOC_00024824/LOC_00025234/LOC_00025290/LOC_00025481/LOC_00025685	69	turquoise
GO:0006281	DNA repair	108/3032	237/10468	0.455696202531646	1.57329414515213	5.70031239716208	0.0000000313822033662815	0.00000407968643761659	0.00000375437435237802	LOC_00000628/LOC_00000821/LOC_00002778/LOC_00003126/LOC_00003143/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00003744/LOC_00003790/LOC_00003890/LOC_00004244/LOC_00005077/LOC_00005588/LOC_00005756/LOC_00006198/LOC_00006455/LOC_00006575/LOC_00006718/LOC_00006837/LOC_00006864/LOC_00006915/LOC_00007119/LOC_00007234/LOC_00007587/LOC_00007786/LOC_00007952/LOC_00008153/LOC_00008340/LOC_00008388/LOC_00008426/LOC_00008565/LOC_00009484/LOC_00009652/LOC_00009814/LOC_00009855/LOC_00009910/LOC_00010056/LOC_00010355/LOC_00010454/LOC_00010506/LOC_00010591/LOC_00011091/LOC_00011286/LOC_00011465/LOC_00011475/LOC_00011754/LOC_00011950/LOC_00012272/LOC_00012290/LOC_00012335/LOC_00012480/LOC_00012772/LOC_00012801/LOC_00013174/LOC_00013730/LOC_00013878/LOC_00014111/LOC_00014250/LOC_00014432/LOC_00014555/LOC_00014811/LOC_00014900/LOC_00015149/LOC_00015426/LOC_00015593/LOC_00015755/LOC_00015853/LOC_00016069/LOC_00016161/LOC_00016270/LOC_00016286/LOC_00016800/LOC_00017307/LOC_00017418/LOC_00017765/LOC_00018977/LOC_00019066/LOC_00019295/LOC_00020097/LOC_00020221/LOC_00020225/LOC_00020241/LOC_00020342/LOC_00020347/LOC_00020406/LOC_00020525/LOC_00020793/LOC_00021205/LOC_00021523/LOC_00021719/LOC_00022509/LOC_00023599/LOC_00023637/LOC_00023665/LOC_00023873/LOC_00023929/LOC_00024360/LOC_00024382/LOC_00024634/LOC_00024748/LOC_00024773/LOC_00024953/LOC_00024957/LOC_00025370/LOC_00025461/LOC_00025829/LOC_00025891	108	turquoise
GO:0030490	Maturation of SSU-rRNA	27/3032	37/10468	0.72972972972973	2.51939670541254	5.9117367915771	0.0000000369804509402879	0.00000460714784631087	0.00000423977626131196	LOC_00000454/LOC_00002409/LOC_00002495/LOC_00002564/LOC_00003465/LOC_00003493/LOC_00004185/LOC_00004908/LOC_00005258/LOC_00006580/LOC_00009640/LOC_00010006/LOC_00010011/LOC_00010036/LOC_00011373/LOC_00011419/LOC_00011573/LOC_00012974/LOC_00013153/LOC_00014179/LOC_00014260/LOC_00015899/LOC_00017301/LOC_00021385/LOC_00024116/LOC_00024938/LOC_00025413	27	turquoise
GO:0030488	tRNA methylation	22/3032	28/10468	0.785714285714286	2.71268375424048	5.7944465958683	0.0000000749785651857121	0.00000896743639621117	0.00000825237765875585	LOC_00003844/LOC_00004010/LOC_00006075/LOC_00006452/LOC_00007212/LOC_00007747/LOC_00008604/LOC_00010575/LOC_00012355/LOC_00015643/LOC_00016761/LOC_00017463/LOC_00017480/LOC_00017528/LOC_00018590/LOC_00020206/LOC_00020952/LOC_00024269/LOC_00024691/LOC_00025234/LOC_00025290/LOC_00025685	22	turquoise
GO:0051052	Regulation of DNA metabolic process	64/3032	126/10468	0.507936507936508	1.75365414415546	5.43451907460474	0.000000180557868181883	0.0000207641548409165	0.0000191084318796535	LOC_00000314/LOC_00000454/LOC_00000520/LOC_00000622/LOC_00000826/LOC_00002528/LOC_00002634/LOC_00002749/LOC_00002771/LOC_00002791/LOC_00003126/LOC_00003143/LOC_00003548/LOC_00003570/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00003786/LOC_00003790/LOC_00004193/LOC_00004750/LOC_00005435/LOC_00005437/LOC_00006837/LOC_00007523/LOC_00007642/LOC_00007786/LOC_00008427/LOC_00008505/LOC_00008611/LOC_00008774/LOC_00009207/LOC_00009440/LOC_00009892/LOC_00011077/LOC_00012272/LOC_00012290/LOC_00012772/LOC_00012960/LOC_00013897/LOC_00014250/LOC_00014811/LOC_00015117/LOC_00015597/LOC_00015853/LOC_00015940/LOC_00016286/LOC_00016800/LOC_00017658/LOC_00019295/LOC_00020679/LOC_00021028/LOC_00021233/LOC_00021705/LOC_00021815/LOC_00023637/LOC_00023665/LOC_00024382/LOC_00024748/LOC_00024773/LOC_00024824/LOC_00025370/LOC_00025461/LOC_00025829	64	turquoise
GO:0065003	Protein-containing complex assembly	157/3032	385/10468	0.407792207792208	1.40790528732481	5.20715896285896	0.000000288178363202859	0.0000319130854065388	0.0000293683524917066	LOC_00000212/LOC_00000426/LOC_00002378/LOC_00002505/LOC_00002528/LOC_00003188/LOC_00003212/LOC_00003313/LOC_00003570/LOC_00003951/LOC_00003965/LOC_00004245/LOC_00004909/LOC_00004961/LOC_00005020/LOC_00005139/LOC_00005422/LOC_00005431/LOC_00005646/LOC_00006011/LOC_00006152/LOC_00006185/LOC_00006482/LOC_00006561/LOC_00006837/LOC_00007213/LOC_00007258/LOC_00007636/LOC_00007830/LOC_00008094/LOC_00008153/LOC_00008559/LOC_00008565/LOC_00008611/LOC_00008633/LOC_00009099/LOC_00009331/LOC_00009440/LOC_00009451/LOC_00009452/LOC_00009554/LOC_00009801/LOC_00009803/LOC_00010036/LOC_00010101/LOC_00010140/LOC_00010299/LOC_00010444/LOC_00010715/LOC_00010836/LOC_00011091/LOC_00011188/LOC_00011308/LOC_00011419/LOC_00011555/LOC_00011578/LOC_00011600/LOC_00011931/LOC_00012038/LOC_00012093/LOC_00012405/LOC_00012452/LOC_00012895/LOC_00013027/LOC_00013189/LOC_00013253/LOC_00013379/LOC_00013513/LOC_00013639/LOC_00013864/LOC_00013897/LOC_00013941/LOC_00013978/LOC_00014073/LOC_00014180/LOC_00014302/LOC_00014409/LOC_00014637/LOC_00015076/LOC_00015090/LOC_00015117/LOC_00015148/LOC_00015347/LOC_00015428/LOC_00015528/LOC_00015614/LOC_00015814/LOC_00015843/LOC_00015882/LOC_00015993/LOC_00016003/LOC_00016264/LOC_00016285/LOC_00017028/LOC_00017139/LOC_00017179/LOC_00017229/LOC_00017235/LOC_00017382/LOC_00017652/LOC_00017793/LOC_00018092/LOC_00018687/LOC_00018762/LOC_00018834/LOC_00019051/LOC_00019069/LOC_00019075/LOC_00019176/LOC_00019226/LOC_00019227/LOC_00019230/LOC_00019231/LOC_00019494/LOC_00019731/LOC_00019800/LOC_00019826/LOC_00019827/LOC_00019828/LOC_00019839/LOC_00019840/LOC_00019841/LOC_00020005/LOC_00020513/LOC_00020542/LOC_00020658/LOC_00020659/LOC_00020941/LOC_00020951/LOC_00021083/LOC_00021167/LOC_00021370/LOC_00021492/LOC_00021666/LOC_00021705/LOC_00022512/LOC_00022545/LOC_00022962/LOC_00022994/LOC_00023611/LOC_00023647/LOC_00023858/LOC_00023876/LOC_00023954/LOC_00024048/LOC_00024104/LOC_00024355/LOC_00024433/LOC_00024771/LOC_00024938/LOC_00024953/LOC_00024975/LOC_00025281/LOC_00025391/LOC_00025773/LOC_00025953/LOC_00025990	157	turquoise
GO:0042274	Ribosomal small subunit biogenesis	35/3032	57/10468	0.614035087719298	2.11996019071425	5.413770115861	0.000000337191546156782	0.0000360072401074564	0.0000331360414155575	LOC_00000454/LOC_00002365/LOC_00002409/LOC_00002495/LOC_00002564/LOC_00003465/LOC_00003493/LOC_00004185/LOC_00004908/LOC_00005139/LOC_00005258/LOC_00006565/LOC_00006580/LOC_00009264/LOC_00009640/LOC_00010006/LOC_00010011/LOC_00010036/LOC_00010544/LOC_00011373/LOC_00011419/LOC_00011573/LOC_00011943/LOC_00012974/LOC_00013153/LOC_00014014/LOC_00014179/LOC_00014260/LOC_00015899/LOC_00017301/LOC_00021319/LOC_00021385/LOC_00024116/LOC_00024938/LOC_00025413	35	turquoise
GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	18/3032	22/10468	0.818181818181818	2.82477812425042	5.47081986962068	0.000000406169281081919	0.0000418774534632737	0.0000385381669963026	LOC_00000348/LOC_00002791/LOC_00002881/LOC_00005041/LOC_00009226/LOC_00010365/LOC_00012022/LOC_00012309/LOC_00013873/LOC_00014248/LOC_00017730/LOC_00018080/LOC_00021039/LOC_00021233/LOC_00022760/LOC_00023013/LOC_00025281/LOC_00025711	18	turquoise
GO:0032259	Methylation	77/3032	163/10468	0.47239263803681	1.63093869886851	5.18397609269415	0.000000510593027981201	0.0000508891051221264	0.0000468312342155389	LOC_00000004/LOC_00000162/LOC_00000655/LOC_00002460/LOC_00002749/LOC_00002911/LOC_00003373/LOC_00003548/LOC_00003844/LOC_00004010/LOC_00004245/LOC_00004539/LOC_00004862/LOC_00005743/LOC_00006029/LOC_00006075/LOC_00006452/LOC_00007212/LOC_00007747/LOC_00008604/LOC_00008847/LOC_00008944/LOC_00009008/LOC_00009661/LOC_00010372/LOC_00010575/LOC_00010991/LOC_00011246/LOC_00011425/LOC_00012355/LOC_00012825/LOC_00013487/LOC_00013750/LOC_00013847/LOC_00013941/LOC_00014014/LOC_00014036/LOC_00014715/LOC_00015149/LOC_00015461/LOC_00015573/LOC_00015643/LOC_00015754/LOC_00015821/LOC_00015842/LOC_00016761/LOC_00016859/LOC_00017059/LOC_00017463/LOC_00017480/LOC_00017528/LOC_00018200/LOC_00018404/LOC_00018523/LOC_00018588/LOC_00018590/LOC_00018748/LOC_00019066/LOC_00019359/LOC_00019749/LOC_00019750/LOC_00019770/LOC_00019880/LOC_00020206/LOC_00020277/LOC_00020578/LOC_00020952/LOC_00022705/LOC_00022723/LOC_00024269/LOC_00024431/LOC_00024691/LOC_00024824/LOC_00025234/LOC_00025290/LOC_00025481/LOC_00025685	77	turquoise
GO:0000460	Maturation of 5.8S rRNA	21/3032	28/10468	0.75	2.58937994722955	5.37727832237759	0.000000596404586288004	0.0000574004446686373	0.0000528233629163238	LOC_00002791/LOC_00006350/LOC_00009226/LOC_00010011/LOC_00010035/LOC_00010036/LOC_00010365/LOC_00011419/LOC_00012309/LOC_00012534/LOC_00012974/LOC_00014179/LOC_00014204/LOC_00015624/LOC_00015842/LOC_00019117/LOC_00020677/LOC_00021233/LOC_00023013/LOC_00025612/LOC_00025815	21	turquoise
GO:0001510	RNA methylation	35/3032	58/10468	0.603448275862069	2.08340915294332	5.28307957700857	0.000000614319140266352	0.0000574004446686373	0.0000528233629163238	LOC_00000655/LOC_00003844/LOC_00004010/LOC_00004862/LOC_00006075/LOC_00006452/LOC_00007212/LOC_00007747/LOC_00008604/LOC_00010372/LOC_00010575/LOC_00010991/LOC_00011246/LOC_00012355/LOC_00013750/LOC_00013847/LOC_00014715/LOC_00015643/LOC_00015842/LOC_00016761/LOC_00017463/LOC_00017480/LOC_00017528/LOC_00018590/LOC_00019359/LOC_00020206/LOC_00020277/LOC_00020952/LOC_00022705/LOC_00024269/LOC_00024431/LOC_00024691/LOC_00025234/LOC_00025290/LOC_00025685	35	turquoise
GO:0000469	Cleavage involved in rRNA processing	17/3032	21/10468	0.80952380952381	2.79488629224777	5.25722798258191	0.00000115717999668192	0.00010176377029644	0.0000936491799172306	LOC_00002495/LOC_00002791/LOC_00003465/LOC_00004908/LOC_00009226/LOC_00010011/LOC_00010036/LOC_00010365/LOC_00010544/LOC_00011373/LOC_00011419/LOC_00012309/LOC_00012974/LOC_00013000/LOC_00014179/LOC_00021233/LOC_00023013	17	turquoise
GO:0007098	Centrosome cycle	17/3032	21/10468	0.80952380952381	2.79488629224777	5.25722798258191	0.00000115717999668192	0.00010176377029644	0.0000936491799172306	LOC_00002683/LOC_00004193/LOC_00005404/LOC_00006864/LOC_00009803/LOC_00011407/LOC_00012797/LOC_00016270/LOC_00016285/LOC_00018908/LOC_00019562/LOC_00020121/LOC_00020793/LOC_00022657/LOC_00023147/LOC_00023858/LOC_00024957	17	turquoise
GO:0031023	Microtubule organizing center organization	18/3032	23/10468	0.782608695652174	2.70196168406562	5.21753648342239	0.00000135992269417302	0.000116176253016495	0.000106912418723858	LOC_00002683/LOC_00004193/LOC_00005404/LOC_00006817/LOC_00006864/LOC_00009803/LOC_00011407/LOC_00012797/LOC_00016270/LOC_00016285/LOC_00018908/LOC_00019562/LOC_00020121/LOC_00020793/LOC_00022657/LOC_00023147/LOC_00023858/LOC_00024957	18	turquoise
