decile	pos	gc_pct	cpg_oe
D04	-1750	41.8847006651885	0.674800171053903
D02	-1740	41.934131736527	0.697429232100858
D03	-1740	41.4637046307885	0.70246634978046
D08	-1740	41.5561657513729	0.673021379848717
D07	-1740	41.9823855057876	0.70299121040489
D10	-1740	41.8926305514885	0.686880520938857
D09	-1740	41.8497307880568	0.700443281976172
D06	-1740	41.6217481789802	0.665695911317429
D01	-1740	42.1772315653299	0.831236975488437
D05	-1740	41.4294871794872	0.672774442078608
D04	-1740	41.8841463414634	0.677541178458028
D02	-1730	41.8562874251497	0.694103648456338
D03	-1730	41.4530663329161	0.719798829780923
D08	-1730	41.5142286570145	0.675824797875816
D07	-1730	41.9144438852542	0.713437849836201
D10	-1730	41.8648121034651	0.696169290465578
D09	-1730	41.8805677924621	0.694099842700119
D06	-1730	41.6633714880333	0.663442138393962
D01	-1730	42.2639068564036	0.71097734316378
D05	-1730	41.3605769230769	0.669379601718538
D04	-1730	41.7677383592018	0.676968528490424
D02	-1720	41.9139221556886	0.683105224778826
D03	-1720	41.3848560700876	0.692009951161177
D08	-1720	41.4423364952571	0.671972706948946
D07	-1720	41.9406139909411	0.70348459036436
D10	-1720	41.8560273304051	0.690169435465767
D09	-1720	41.8022515907979	0.693350746679298
D06	-1720	41.6706555671176	0.661029549657226
D01	-1720	42.1364812419146	0.703699988869707
D05	-1720	41.349358974359	0.669146232612171
D04	-1720	41.7012195121951	0.680645831358416
D02	-1710	41.939371257485	0.676767628923936
D03	-1710	41.4643304130163	0.685890851773456
D08	-1710	41.4638042935597	0.677330908222376
D07	-1710	41.8193256165073	0.701061198778537
D10	-1710	41.8399219131284	0.68884248602413
D09	-1710	41.7679882525698	0.695860868694775
D06	-1710	41.6862643080125	0.663014676899985
D01	-1710	42.0653298835705	0.70143802686116
D05	-1710	41.3258547008547	0.671434375315465
D04	-1710	41.6585365853659	0.686295311418776
D02	-1700	41.937874251497	0.665917965359363
D03	-1700	41.3729662077597	0.679563056192361
D08	-1700	41.4478282576136	0.660634683305434
