gene_id	n_dmr	mean_dmr_diff	total_cpgs	log2FoldChange	padj	baseMean	de	meth_direction	gene_name
LOC_00000619	1	0.189082679563178	4	0.0609165410069486	0.700798514136302	1481.3785429747	FALSE	Hyper	TRAPPC3
LOC_00000632	1	0.213762477993467	4	0.22529176474801	0.0409921160768558	50910.2004447363	TRUE	Hyper	Cd164
LOC_00000671	1	-0.242753782234463	4	0.0965179193528611	0.525596841751979	621.579176808199	FALSE	Hypo	fzd4
LOC_00000699	1	-0.259979913497732	4	0.0122022761188734	0.946505800202727	564.757831200039	FALSE	Hypo	
LOC_00000775	1	0.260872605710906	5	-0.238217389549212	0.0481359356796626	11221.6233827718	TRUE	Hyper	AMD1
LOC_00000791	1	-0.245408641528102	5	0.0560806457274426	0.729537981246179	111.217130414629	FALSE	Hypo	
LOC_00000827	1	-0.263200012853031	9	-0.0299092761319328	0.777116648899019	1969.12909868018	FALSE	Hypo	fabG
LOC_00000853	1	-0.253353003114133	6	-0.00878035807714304	0.959634934561638	72.9336543687677	FALSE	Hypo	Tollo
LOC_00000894	1	-0.388196923527018	4	-0.119071321312581	0.379519682682191	5472.64616722112	FALSE	Hypo	Slc1a2
LOC_00000937	1	0.359681215108902	6	-0.0230014183344799	0.89372803905229	1070.80412740335	FALSE	Hyper	DUSP16
LOC_00000938	1	0.359681215108902	6	0.0569074286417216	0.720009998872452	663.034320939914	FALSE	Hyper	
LOC_00000962	1	0.317611643763514	6	-0.427043215929742	0.00855008853234295	1311.83787547256	TRUE	Hyper	
LOC_00000965	1	0.227665702389601	18	0.281612977120459	0.0671325834749973	11365.8948266093	FALSE	Hyper	RPL10A
LOC_00000966	1	0.227665702389601	18	-0.242468906455314	0.115260048585449	1334.30463840013	FALSE	Hyper	TMTC1
LOC_00000970	1	0.268802644976408	5	-0.0694986540820218	0.631702161205492	643.407421639432	FALSE	Hyper	ABCC1
